siteName,siteTime,siteAddress,daysofOperation,siteDistrict,siteCounty,siteState,siteZip,contactPhone,startDate,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,siteStatus,endDate,_updatedOn
Washtucna Elementary/Highschool,10:45 a.m. to 11: 45 a.m,"730 Booth Avenue, Washtucna,","'M', 'T', 'W', 'TH', 'F'",Washtucna,Adams County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Wahitis Elementary School,11:00 a.m to 12:30 p.m,"905 S 14th Ave, Othello, 99344","'M', 'T', 'W', 'TH', 'F'",Othello,Adams County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hiawatha Elementary School,11:00 a.m to 12:30 p.m,"506 N 7th Ave, Othello","'M', 'T', 'W', 'TH', 'F'",Othello,Adams County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Othello High School,11:00 a.m to 12:30 p.m,340 S 7th Ave,"'M', 'T', 'W', 'TH', 'F'",Othello,Adams County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
ROUTE 1:,11:00 – 11:15 AM,Golden Plains ,"M, T, W, Th, F",,Adams County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
ROUTE 1:,11:30 – 11:45 AM,Radar Trailer Court ,"M, T, W, Th, F",,Adams County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
ROUTE 2:,11:00 – 11:15 AM,Sportsman Trailer Court ,"M, T, W, Th, F",,Adams County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
ROUTE 2:,11:30 – 12:00 PM,Taggares Park ,"M, T, W, Th, F",,Adams County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
ROUTE 3:,11:00 – 11:20 AM,Soda Street & Juniper Street ,"M, T, W, Th, F",,Adams County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
ROUTE 4:,11:00 – 11:15 AM,Weavers Trailer Court ,"M, T, W, Th, F",,Adams County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
ROUTE 4:,11:20 – 11:35 AM,Summerset West – Drury Ln & Shelly Rd ,"M, T, W, Th, F",,Adams County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Grantham Elementary,7:30-9:00 a.m. and 11:30-12:30 p.m,"1253 Poplar St, Clarkston","'M', 'T', 'W', 'TH', 'F'",Clarkston,Asotin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Clarkston High School,7:30-9:00 a.m. and 11:30-12:30 p.m,"401 Chestnut St, Clarkston","'M', 'T', 'W', 'TH', 'F'",Clarkston,Asotin County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Badger Mountain Elementary – front door loop,10:45am – 12:15pm,"1515 Elementary St, Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Jason Lee Elementary – front door loop,10:45am – 12:15pm,"1750 McMurray Ave, Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Jefferson Elementary – back door drop off loop,10:45am – 12:15pm,1550 George Washington Way,"'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lewis & Clark Elementary – back door drop off loop,10:45am – 12:15pm,"415 Jadwin Ave, Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Marcus Whitman Elementary – front door loop,10:45am – 12:15pm,"1704 Gray St, Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Orchard Elementary – front door loop,10:45am – 12:15pm,"1600 Gala Way, Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sacajawea Elementary – back bus loop off Catskill,10:45am – 12:15pm,"535 Fuller St, Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tapteal Elementary – side bus loop,10:45am – 12:15pm,"2100 Sunshine Ave, West Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
White Bluffs Elementary – back door bus loop,10:45am – 12:15pm,"1250 Kensington Way, Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
William Wiley Elementary – front drop off loop,10:45am – 12:15pm,"2820 S Highland Blvd, West Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chief Joseph Middle School – bus loop on Jadwin Ave,10:45am – 12:15pm,"504 Wilson St, Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Enterprise Middle School – front door loop,10:45am – 12:15pm,"5200 Paradise Way, West Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Leona Libby Middle School – side door bus loop,10:45am – 12:15pm,"3259 Belmont Blvd, West Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hanford High School – front door loop,10:45am – 12:15pm,"450 Hanford St, Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Richland High School – drop off loop on Thayer Avenue,10:45am – 12:15pm,"930 Long Ave, Richland","'M', 'T', 'W', 'TH', 'F'",Richland,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Amistad Elementary School,11am – 12:30pm,"123 S Kent St, Kennewick","'M', 'T', 'W', 'TH', 'F'",Kennewick,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Amon Creek Elementary School,11am – 12:30pm,"18 Center Pkwy, Richland","'M', 'T', 'W', 'TH', 'F'",Kennewick,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Canyon View Elementary School,11am – 12:30pm,"1229 W 22nd Pl, Kennewick","'M', 'T', 'W', 'TH', 'F'",Kennewick,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Eastgate Elementary School,11am – 12:30pm,"910 E 10th Ave, Kennewick","'M', 'T', 'W', 'TH', 'F'",Kennewick,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lincoln Elementary School,11am – 12:30pm,"4901 W 20th Ave, Kennewick","'M', 'T', 'W', 'TH', 'F'",Kennewick,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Park Middle School,11am – 12:30pm,"1011 W 10th Ave, Kennewick","'M', 'T', 'W', 'TH', 'F'",Kennewick,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Ridge View Elementary School,11am – 12:30pm,"7001 W 13th Ave, Kennewick","'M', 'T', 'W', 'TH', 'F'",Kennewick,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Southgate Elementary School,11am – 12:30pm,"3121 W 19th Ave, Kennewick","'M', 'T', 'W', 'TH', 'F'",Kennewick,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Keene-Riverview Elementary School (bus loading zone-drive thru style),11:00 a.m. – 12:30 p.m.,"832 Park Ave, Prosser",,Prosser,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Housel Middle School (meals will be located in the parking lot near the north gym),11:00 a.m. – 12:30 p.m.,"2001 Highland Dr, Prosser",,Prosser,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Whitstran Elementary School (Drive thru),11:00 a.m. – 12:30 p.m.,"10201 W Foisy Rd, Prosser",,Prosser,Benton County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
"Beaver Valley School, Plain",8:45-9:45 am,"19265 Beaver Valley Rd, Leavenworth","'M', 'T', 'W', 'TH', 'F'",Cascade,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
"Blewett Fire Station, Blewett (Valley Hi)",8:40-9:40 am,"228 Chumstick Hwy, Leavenworth","'M', 'T', 'W', 'TH', 'F'",Cascade,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cascade High School,8:15-9:15 am,"10190 Chumstick Hwy, Leavenworth","'M', 'T', 'W', 'TH', 'F'",Cascade,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Dryden Softball Field Park,8:50-9:50 am,"300 Enchantment Park Way, Leavenworth","'M', 'T', 'W', 'TH', 'F'",Cascade,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
"Nason Creek Rest area, Merritt",8:45 – 9:45 am,"US-2, Leavenworth","'M', 'T', 'W', 'TH', 'F'",Cascade,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Peshastin-Dryden Elementary School,8:30-9:30 am,"10001 School St, Peshastin","'M', 'T', 'W', 'TH', 'F'",Cascade,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Morgen Owings Elementary School,10:30 – 12:30 p.m,"407 E Woodin Ave, Chelan","'M', 'T', 'W', 'TH', 'F'",Lake Chelan,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chelan Middle School,10:30 – 12:30 p.m,"215 Webster Ave, Chelan","'M', 'T', 'W', 'TH', 'F'",Lake Chelan,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Columbia Elementary School,11am – 1pm,"600 Alaska St, Wenatchee","'M', 'T', 'W', 'TH', 'F'",Wenatchee,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lewis & Clark Elementary School,11 am – 1 pm,"1130 Princeton Ave, Wenatchee","'M', 'T', 'W', 'TH', 'F'",Wenatchee,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lincoln Elementary School,11 am – 1 pm,"1224 Methow St, Wenatchee","'M', 'T', 'W', 'TH', 'F'",Wenatchee,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mission View Elementary School,11 am – 1 pm,"60 Terminal Ave, Wenatchee","'M', 'T', 'W', 'TH', 'F'",Wenatchee,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Newbery Elementary School,11 am – 1 pm,"850 N Western Ave, Wenatchee","'M', 'T', 'W', 'TH', 'F'",Wenatchee,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sunnyslope Elementary School,11 am – 1 pm,"3109 School St, Wenatchee","'M', 'T', 'W', 'TH', 'F'",Wenatchee,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Washington Elementary School,11:00AM-12:30PM,"1401 Washington St, Wenatchee","'M', 'T', 'W', 'TH', 'F'",Wenatchee,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Foothills Middle School,11 am – 1 pm,"1410 Maple St, Wenatchee","'M', 'T', 'W', 'TH', 'F'",Wenatchee,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Orchard Middle School,,"1024 Orchard Ave, Wenatchee",,Wenatchee,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pioneer Middle School,11 am – 1 pm,"1620 Russell St, Wenatchee","'M', 'T', 'W', 'TH', 'F'",Wenatchee,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Wenatchee High School,11 am – 1 pm,"1101 Millerdale Ave, Wenatchee","'M', 'T', 'W', 'TH', 'F'",Wenatchee,Chelan County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Dry Creek Elementary School (bus loading zone past the main parking lot),11:30am – 12:15pm,"25 Rife Rd, Port Angeles","'M', 'T', 'W', 'TH', 'F'",Port Angeles,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hamilton Elementary-Pick up in the front of the school on 8th Street.,11:30am – 12:15pm,"1822 W 7th St, Port Angeles","'M', 'T', 'W', 'TH', 'F'",Port Angeles,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Jefferson Elementary-pick up in the bus loop off of Chase Rd.,11:30am – 12:15pm,"218 E 12th St, Port Angeles","'M', 'T', 'W', 'TH', 'F'",Port Angeles,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Franklin Elementary-pick up in front of the school on Washington.,11:30am – 12:15pm,"2505 S Washington St, Port Angeles","'M', 'T', 'W', 'TH', 'F'",Port Angeles,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Roosevelt Elementary– pick up in the front of the school office.,11:30am – 12:15pm,"106 Monroe Rd, Port Angeles","'M', 'T', 'W', 'TH', 'F'",Port Angeles,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lincoln High School-pick up entrance off of B Street.,11:30am – 12:15pm,"924 W 9th St, Port Angeles","'M', 'T', 'W', 'TH', 'F'",Port Angeles,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Stevens Middle School-pick up in front of the school off of 14th Street,11:30am – 12:15pm,"1139 W 14th St, Port Angeles","'M', 'T', 'W', 'TH', 'F'",Port Angeles,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Port Angeles High School,11:30am – 12:15pm,"304 E Park Ave, Port Angeles  -  pick up on the Service Rd behind the HS. Entrance to Service Rd is off Park (on west side of school)","M, T, W, TH, F",Port Angeles,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lower Elwha Tribal Center– pick up in the front parking lot.,11:30am – 12:15pm,"2851 Lower Elwha Rd, Port Angeles","'M', 'T', 'W', 'TH', 'F'",Port Angeles,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Deer Park Cinema-pick up in the front parking lot.,11:30am – 12:15pm,"96 Deer Park Ln, Port Angeles","'M', 'T', 'W', 'TH', 'F'",Port Angeles,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Gravel pit at corner of Place and Ranger Roads,11:30am – 12:15pm,"143 Gravel Pit Rd, Port Angeles","'M', 'T', 'W', 'TH', 'F'",Port Angeles,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Forks High School,10:30am – 11:30am,"261 Spartan Ave, Forks","'M', 'T', 'W', 'TH', 'F'",Quillayute Valley,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Greywolf Elementary School front entrance,11:30-12:30pm,"171 Carlsborg Rd, Sequim","'M', 'T', 'W', 'TH', 'F'",Sequim,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
"Sequim Middle School side entrance of the cafeteria, 11:30-12:30pm",11:30-12:30pm,"301 W Hendrickson Rd, Sequim","'M', 'T', 'W', 'TH', 'F'",Sequim,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Elk Creek Apartments,12-1pm,"90 S Rhodefer Rd, Sequim","'M', 'T', 'W', 'TH', 'F'",Sequim,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Seabreeze Apartments,12-1pm,"525 McCurdy Rd, Sequim","'M', 'T', 'W', 'TH', 'F'",Sequim,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Boys and Girls Club,12-1pm,"400 W Fir St, Sequim","'M', 'T', 'W', 'TH', 'F'",Sequim,Clallam County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Amboy Middle School,11am – 12:00pm,"22115 NE Chelatchie Rd, Amboy","'M', 'T', 'W', 'TH', 'F'",Battle Ground,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Battle Ground High School,11am – 12:00pm,"300 W Main St, Battle Ground","'M', 'T', 'W', 'TH', 'F'",Battle Ground,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Captain Strong Primary,11am – 12:00pm,"1002 NW 6th Ave, Battle Ground","'M', 'T', 'W', 'TH', 'F'",Battle Ground,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Daybreak Primary,11am – 12:00pm,"1900 NW 20th Ave, Battle Ground","'M', 'T', 'W', 'TH', 'F'",Battle Ground,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Glenwood Heights Primary,11am – 12:00pm,"9716 NE 134th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Battle Ground,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Maple Grove Primary,11am – 12:00pm,"610 B SW Eaton Blvd, Battle Ground","'M', 'T', 'W', 'TH', 'F'",Battle Ground,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pleasant Valley Primary,11am – 12:00pm,"14320 NE 50th Ave, Vancouver","'M', 'T', 'W', 'TH', 'F'",Battle Ground,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Prairie High School,11am – 12:00pm,"11311 NE 119th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Battle Ground,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tukes Valley Primary,11am – 12:00pm,"20601 NE 167th Ave, Battle Ground","'M', 'T', 'W', 'TH', 'F'",Battle Ground,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Yacolt Primary,11am – 12:00pm,"406 W Yacolt Rd, Yacolt","'M', 'T', 'W', 'TH', 'F'",Battle Ground,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Burton Elementary,9:00am – 11:00am,"14015 NE 28th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cascade Middle School,9:00am – 11:00am,"13900 NE 18th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Covington Middle School,9:00am – 11:00am,"11200 NE Rosewood Ave, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Crestline Elementary,9:00am – 11:00am,"13003 SE 7th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Ellsworth Elementary,9:00am – 11:00am,"512 SE Ellsworth Road, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hearthwood Elementary,9:00am – 11:00am,"801 NE Hearthwood Blvd, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Heritage High School,9:00am – 11:00am,"7825 NE 130th Ave, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mill Plain Elementary,9:00am – 11:00am,"400 NE 164th Ave, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Silver Star Elementary,9:00am – 11:00am,"10500 NE 86th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Burnt Bridge Creek Elementary,9:00am – 10:00am,"14619 NE 49th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
HeLa High School,9:00am – 10:00am,"1905 NE 9th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Image Elementary,9:00am – 10:00am,"4400 NE 122nd Ave, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Marrion Elementary,9:00am – 10:00am,"10119 NE 14th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Columbia Valley Elementary,9:00am – 10:00am,"17500 SE Sequoia Circle, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Endeavour Elementary,9:00am – 10:00am,"2701 NE Four Seasons Lane, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Fircrest Elementary,9:00am – 10:00am,"12001 NE 9th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Fisher’s Landing Elementary,9:00am – 10:00am,"3800 SE Hiddenbrook Dr., Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Harmony Elementary,9:00am – 10:00am,"17404 NE 18th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Illahee Elementary,9:00am – 10:00am,"19401 SE 1st St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mountain View High School,9:00am – 10:00am,"1500 SE Blairmont Dr, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Orchards Elementary,9:00am – 10:00am,"11405 NE 69th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Pioneer Elementary,9:00am – 10:00am,"7212 NE 166th Ave, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Riverview Elementary,9:00am – 10:00am,"12601 SE Riverridge Dr., Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sifton Elementary,9:00am – 10:00am,"7301 NE 137th Ave, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sunset Elementary,9:00am – 10:00am,"9001 NE 95th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Wy’east Middle School,9:00am – 10:00am,"1112 SE 136th Ave, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
York Elementary,9:00am – 10:00am,"9301 NE 152nd Ave, Vancouver","'M', 'T', 'W', 'TH', 'F'",Evergreen,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Anderson Elementary,10:00am – 12:00pm,"2215 NE 104th St #5641, Vancouver","'M', 'T', 'W', 'TH', 'F'",Vancouver,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Fruit Valley Elementary,10:00am – 12:00pm,"3410 NW Fruit Valley Rd, Vancouver","'M', 'T', 'W', 'TH', 'F'",Vancouver,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Ogden Elementary School,10:00am – 12:00pm,"3200 NE 86th Ave, Vancouver","'M', 'T', 'W', 'TH', 'F'",Vancouver,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Roosevelt Elementary,10:00am – 12:00pm,"2921 Falk Rd #5683, Vancouver","'M', 'T', 'W', 'TH', 'F'",Vancouver,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Washington Elementary School,11:00AM-12:30PM,"2908 S St #2932, Vancouver","'M', 'T', 'W', 'TH', 'F'",Vancouver,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Discovery Middle School,10:00am – 12:00pm,"800 E 40th St, Vancouver","'M', 'T', 'W', 'TH', 'F'",Vancouver,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Jason Lee Middle School,10:00am – 12:00pm,"8500 NW 9th Ave, Vancouver","'M', 'T', 'W', 'TH', 'F'",Vancouver,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Liberty Middle School,9am – 11am,"1612 NE Garfield St, Camas","'M', 'T', 'W', 'TH', 'F'",Camas,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Skyridge Middle School,9am – 11am,"5220 NW Parker St, Camas","'M', 'T', 'W', 'TH', 'F'",Camas,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Dorothy Fox Elementary School,7:45 – 8:30am,"2623 NW Sierra St, Camas","'M', 'T', 'W', 'TH', 'F'",Camas,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Prune Hill Elementary School,7:45 – 8:30am,"1601 NW Tidland St, Camas","'M', 'T', 'W', 'TH', 'F'",Camas,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Grass Valley Elementary School,7:45 – 8:30am,"3000 NW Grass Valley Dr, Camas","'M', 'T', 'W', 'TH', 'F'",Camas,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Woodburn Elementary School,7:45 – 8:30am,"2400 NE Woodburn Dr, Camas","'M', 'T', 'W', 'TH', 'F'",Camas,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Union Ridge Elementary (Building B),11:00am – 12:00pm,"330 N 5th Ave, Ridgefield","'M', 'T', 'W', 'TH', 'F'",Ridgefield,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
South Ridge Elementary (Building B),11:00am – 12:00pm,"502 NW 199th St, Ridgefield","'M', 'T', 'W', 'TH', 'F'",Ridgefield,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hamllik Park,10:00am – 12:00pm,4285 Addy St Washougal,"'M', 'T', 'W', 'TH', 'F'",Washougal,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hathaway Elementary School,10:00am – 12:00pm,"630 24th St, Washougal","'M', 'T', 'W', 'TH', 'F'",Washougal,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cape Horn-Skye Elementary School,10:00am – 12:00pm,"9731 Washougal River Rd, Washougal","'M', 'T', 'W', 'TH', 'F'",Washougal,Clark County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Castle Rock Elementary School,10:00am – 12:00pm,"700 Huntington Ave S, Castle Rock","'M', 'T', 'W', 'TH', 'F'",Castle Rock,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Camelot & Guinevere,10:00am – 10:10am,Guinevere Ct & Camelot Dr,"'M', 'T', 'W', 'TH', 'F'",Castle Rock,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Dougherty & Ramsey,10:20am – 10:30am,"1100 Dougherty Dr NE, Castle Rock","'M', 'T', 'W', 'TH', 'F'",Castle Rock,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
“Chuck’s” Shell Station & Tower Rd,10:35am – 10:50am,No Address found,"'M', 'T', 'W', 'TH', 'F'",Castle Rock,Cowlitz County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
